segment,feature,kpi,spearman_corr,abs_corr,n,is_strong,insight
vertical=ecommerce,grounded_element_count,perf_score,0.1379353059111608,0.1379353059111608,180,0,"In vertical=ecommerce, higher grounded_element_count is associated with higher perf_score (spearman=0.138, n=180)."
vertical=food_delivery,text_density_meta,perf_score,-0.13779893329095338,0.13779893329095338,180,0,"In vertical=food_delivery, higher text_density_meta is associated with lower perf_score (spearman=-0.138, n=180)."
vertical=entertainment,has_price_text,overall_roas,-0.1375682982353018,0.1375682982353018,180,0,"In vertical=entertainment, higher has_price_text is associated with lower overall_roas (spearman=-0.138, n=180)."
vertical=entertainment,has_price_meta,overall_roas,-0.1375682982353018,0.1375682982353018,180,0,"In vertical=entertainment, higher has_price_meta is associated with lower overall_roas (spearman=-0.138, n=180)."
vertical=entertainment,brand_visibility_meta,overall_roas,0.1374115700853278,0.1374115700853278,180,0,"In vertical=entertainment, higher brand_visibility_meta is associated with higher overall_roas (spearman=0.137, n=180)."
vertical=gaming,top_zone_element_count,overall_ctr,-0.13734470605807608,0.13734470605807608,180,0,"In vertical=gaming, higher top_zone_element_count is associated with lower overall_ctr (spearman=-0.137, n=180)."
vertical=ecommerce,cta_y_relative,ctr_decay_pct,0.13670894380793563,0.13670894380793563,180,0,"In vertical=ecommerce, higher cta_y_relative is associated with higher ctr_decay_pct (spearman=0.137, n=180)."
all,has_price_text,perf_score,-0.13666533634080116,0.13666533634080116,1080,0,"In all, higher has_price_text is associated with lower perf_score (spearman=-0.137, n=1080)."
vertical=ecommerce,text_density_meta,overall_ipm,-0.1365397802573764,0.1365397802573764,180,0,"In vertical=ecommerce, higher text_density_meta is associated with lower overall_ipm (spearman=-0.137, n=180)."
vertical=gaming,top_zone_element_count,overall_ipm,-0.1364063989287297,0.1364063989287297,180,0,"In vertical=gaming, higher top_zone_element_count is associated with lower overall_ipm (spearman=-0.136, n=180)."
vertical=entertainment,grounded_element_count,ctr_decay_pct,-0.13634082197085912,0.13634082197085912,180,0,"In vertical=entertainment, higher grounded_element_count is associated with lower ctr_decay_pct (spearman=-0.136, n=180)."
vertical=gaming,bottom_text_ratio,overall_ipm,0.13623140241769663,0.13623140241769663,180,0,"In vertical=gaming, higher bottom_text_ratio is associated with higher overall_ipm (spearman=0.136, n=180)."
all,logo_in_top_left,overall_ipm,-0.13618184168331302,0.13618184168331302,1080,0,"In all, higher logo_in_top_left is associated with lower overall_ipm (spearman=-0.136, n=1080)."
vertical=travel,grounded_element_count,overall_ctr,0.13582160140546126,0.13582160140546126,180,0,"In vertical=travel, higher grounded_element_count is associated with higher overall_ctr (spearman=0.136, n=180)."
all,has_discount_text,overall_roas,-0.13580862658599374,0.13580862658599374,1080,0,"In all, higher has_discount_text is associated with lower overall_roas (spearman=-0.136, n=1080)."
vertical=travel,has_promo_text,overall_ipm,0.13476033861779563,0.13476033861779563,180,0,"In vertical=travel, higher has_promo_text is associated with higher overall_ipm (spearman=0.135, n=180)."
vertical=travel,has_discount_badge_meta,ctr_decay_pct,-0.13459026149962955,0.13459026149962955,180,0,"In vertical=travel, higher has_discount_badge_meta is associated with lower ctr_decay_pct (spearman=-0.135, n=180)."
all,has_discount_text,overall_cvr,-0.13430451054133524,0.13430451054133524,1080,0,"In all, higher has_discount_text is associated with lower overall_cvr (spearman=-0.134, n=1080)."
vertical=travel,subhead_y_relative,overall_roas,0.13410728300587202,0.13410728300587202,180,0,"In vertical=travel, higher subhead_y_relative is associated with higher overall_roas (spearman=0.134, n=180)."
vertical=fintech,headline_y_relative,perf_score,-0.13390804127584607,0.13390804127584607,180,0,"In vertical=fintech, higher headline_y_relative is associated with lower perf_score (spearman=-0.134, n=180)."
vertical=entertainment,subhead_y_relative,overall_ctr,-0.13382740636916313,0.13382740636916313,180,0,"In vertical=entertainment, higher subhead_y_relative is associated with lower overall_ctr (spearman=-0.134, n=180)."
vertical=ecommerce,top_zone_element_count,overall_roas,0.1337155618199202,0.1337155618199202,180,0,"In vertical=ecommerce, higher top_zone_element_count is associated with higher overall_roas (spearman=0.134, n=180)."
vertical=ecommerce,cta_y_relative,cvr_decay_pct,-0.13365579321209528,0.13365579321209528,180,0,"In vertical=ecommerce, higher cta_y_relative is associated with lower cvr_decay_pct (spearman=-0.134, n=180)."
vertical=travel,avg_text_area_rel,overall_ipm,0.13263166558638642,0.13263166558638642,180,0,"In vertical=travel, higher avg_text_area_rel is associated with higher overall_ipm (spearman=0.133, n=180)."
vertical=fintech,brand_visibility_meta,perf_score,0.13259515461864008,0.13259515461864008,180,0,"In vertical=fintech, higher brand_visibility_meta is associated with higher perf_score (spearman=0.133, n=180)."
vertical=food_delivery,badge_y_relative,overall_ctr,-0.1320378765801399,0.1320378765801399,180,0,"In vertical=food_delivery, higher badge_y_relative is associated with lower overall_ctr (spearman=-0.132, n=180)."
vertical=food_delivery,text_density_meta,overall_roas,-0.13161673055892226,0.13161673055892226,180,0,"In vertical=food_delivery, higher text_density_meta is associated with lower overall_roas (spearman=-0.132, n=180)."
vertical=ecommerce,logo_in_top_left,perf_score,-0.1313564822052783,0.1313564822052783,180,0,"In vertical=ecommerce, higher logo_in_top_left is associated with lower perf_score (spearman=-0.131, n=180)."
vertical=travel,avg_text_area_rel,ctr_decay_pct,0.13096288980112555,0.13096288980112555,180,0,"In vertical=travel, higher avg_text_area_rel is associated with higher ctr_decay_pct (spearman=0.131, n=180)."
vertical=food_delivery,cta_area_relative,overall_cvr,0.1309010769485115,0.1309010769485115,180,0,"In vertical=food_delivery, higher cta_area_relative is associated with higher overall_cvr (spearman=0.131, n=180)."
all,badge_y_relative,perf_score,0.13038984253302224,0.13038984253302224,1080,0,"In all, higher badge_y_relative is associated with higher perf_score (spearman=0.130, n=1080)."
all,badge_y_relative,overall_ctr,0.13031132744429422,0.13031132744429422,1080,0,"In all, higher badge_y_relative is associated with higher overall_ctr (spearman=0.130, n=1080)."
vertical=food_delivery,top_zone_element_count,overall_ipm,0.13012211259850484,0.13012211259850484,180,0,"In vertical=food_delivery, higher top_zone_element_count is associated with higher overall_ipm (spearman=0.130, n=180)."
vertical=entertainment,headline_y_relative,overall_roas,0.12991641687273364,0.12991641687273364,180,0,"In vertical=entertainment, higher headline_y_relative is associated with higher overall_roas (spearman=0.130, n=180)."
vertical=ecommerce,has_price_meta,overall_ipm,0.12975508882855002,0.12975508882855002,180,0,"In vertical=ecommerce, higher has_price_meta is associated with higher overall_ipm (spearman=0.130, n=180)."
vertical=gaming,headline_y_relative,overall_ctr,-0.12825756285993373,0.12825756285993373,180,0,"In vertical=gaming, higher headline_y_relative is associated with lower overall_ctr (spearman=-0.128, n=180)."
vertical=gaming,ocr_element_count,overall_cvr,-0.1279648634231012,0.1279648634231012,180,0,"In vertical=gaming, higher ocr_element_count is associated with lower overall_cvr (spearman=-0.128, n=180)."
vertical=ecommerce,has_price_meta,overall_roas,0.127779749702711,0.127779749702711,180,0,"In vertical=ecommerce, higher has_price_meta is associated with higher overall_roas (spearman=0.128, n=180)."
vertical=travel,subhead_y_relative,ctr_decay_pct,0.12770655596874703,0.12770655596874703,180,0,"In vertical=travel, higher subhead_y_relative is associated with higher ctr_decay_pct (spearman=0.128, n=180)."
vertical=fintech,logo_in_top_left,overall_ctr,-0.1275727529362447,0.1275727529362447,180,0,"In vertical=fintech, higher logo_in_top_left is associated with lower overall_ctr (spearman=-0.128, n=180)."
vertical=fintech,text_density_meta,overall_roas,0.12740237590818462,0.12740237590818462,180,0,"In vertical=fintech, higher text_density_meta is associated with higher overall_roas (spearman=0.127, n=180)."
vertical=gaming,bottom_text_ratio,perf_score,0.12732375955753825,0.12732375955753825,180,0,"In vertical=gaming, higher bottom_text_ratio is associated with higher perf_score (spearman=0.127, n=180)."
all,brand_visibility_meta,overall_ipm,-0.12690864319056389,0.12690864319056389,1080,0,"In all, higher brand_visibility_meta is associated with lower overall_ipm (spearman=-0.127, n=1080)."
vertical=travel,avg_text_area_rel,perf_score,0.12667591593775582,0.12667591593775582,180,0,"In vertical=travel, higher avg_text_area_rel is associated with higher perf_score (spearman=0.127, n=180)."
vertical=travel,headline_y_relative,overall_ipm,-0.126507040939055,0.126507040939055,180,0,"In vertical=travel, higher headline_y_relative is associated with lower overall_ipm (spearman=-0.127, n=180)."
all,bottom_text_ratio,ctr_decay_pct,0.1264505605319023,0.1264505605319023,1080,0,"In all, higher bottom_text_ratio is associated with higher ctr_decay_pct (spearman=0.126, n=1080)."
vertical=travel,top_zone_element_count,perf_score,-0.12624643166166294,0.12624643166166294,180,0,"In vertical=travel, higher top_zone_element_count is associated with lower perf_score (spearman=-0.126, n=180)."
vertical=food_delivery,cta_x_relative,overall_cvr,0.12614451705594465,0.12614451705594465,180,0,"In vertical=food_delivery, higher cta_x_relative is associated with higher overall_cvr (spearman=0.126, n=180)."
vertical=travel,badge_in_top_right,overall_ctr,-0.12600049198604887,0.12600049198604887,180,0,"In vertical=travel, higher badge_in_top_right is associated with lower overall_ctr (spearman=-0.126, n=180)."
vertical=food_delivery,has_price_text,overall_roas,0.125804410576872,0.125804410576872,180,0,"In vertical=food_delivery, higher has_price_text is associated with higher overall_roas (spearman=0.126, n=180)."
vertical=entertainment,brand_visibility_meta,overall_ipm,0.12561679748122925,0.12561679748122925,180,0,"In vertical=entertainment, higher brand_visibility_meta is associated with higher overall_ipm (spearman=0.126, n=180)."
vertical=gaming,cta_y_relative,overall_roas,0.1256126601646882,0.1256126601646882,180,0,"In vertical=gaming, higher cta_y_relative is associated with higher overall_roas (spearman=0.126, n=180)."
vertical=travel,headline_y_relative,perf_score,-0.12553319876035698,0.12553319876035698,180,0,"In vertical=travel, higher headline_y_relative is associated with lower perf_score (spearman=-0.126, n=180)."
vertical=entertainment,cta_headline_distance,overall_cvr,0.12527820891994856,0.12527820891994856,180,0,"In vertical=entertainment, higher cta_headline_distance is associated with higher overall_cvr (spearman=0.125, n=180)."
vertical=food_delivery,badge_y_relative,ctr_decay_pct,0.12519821576103302,0.12519821576103302,180,0,"In vertical=food_delivery, higher badge_y_relative is associated with higher ctr_decay_pct (spearman=0.125, n=180)."
all,bottom_zone_element_count,perf_score,-0.12499669665188418,0.12499669665188418,1080,0,"In all, higher bottom_zone_element_count is associated with lower perf_score (spearman=-0.125, n=1080)."
vertical=travel,top_zone_element_count,ctr_decay_pct,-0.1240256002546961,0.1240256002546961,180,0,"In vertical=travel, higher top_zone_element_count is associated with lower ctr_decay_pct (spearman=-0.124, n=180)."
vertical=gaming,badge_y_relative,perf_score,0.12396894033452437,0.12396894033452437,180,0,"In vertical=gaming, higher badge_y_relative is associated with higher perf_score (spearman=0.124, n=180)."
vertical=fintech,has_discount_badge_meta,overall_cvr,0.12289270388342213,0.12289270388342213,180,0,"In vertical=fintech, higher has_discount_badge_meta is associated with higher overall_cvr (spearman=0.123, n=180)."
vertical=ecommerce,subhead_y_relative,overall_ctr,-0.12255695360930707,0.12255695360930707,180,0,"In vertical=ecommerce, higher subhead_y_relative is associated with lower overall_ctr (spearman=-0.123, n=180)."
vertical=gaming,ocr_element_count,overall_ipm,-0.12203483071407757,0.12203483071407757,180,0,"In vertical=gaming, higher ocr_element_count is associated with lower overall_ipm (spearman=-0.122, n=180)."
vertical=gaming,headline_y_relative,overall_cvr,-0.1216626070436717,0.1216626070436717,180,0,"In vertical=gaming, higher headline_y_relative is associated with lower overall_cvr (spearman=-0.122, n=180)."
vertical=fintech,product_zone_coverage,cvr_decay_pct,0.12155001410022201,0.12155001410022201,180,0,"In vertical=fintech, higher product_zone_coverage is associated with higher cvr_decay_pct (spearman=0.122, n=180)."
vertical=fintech,cta_area_relative,ctr_decay_pct,0.1214894089671171,0.1214894089671171,180,0,"In vertical=fintech, higher cta_area_relative is associated with higher ctr_decay_pct (spearman=0.121, n=180)."
vertical=food_delivery,cta_headline_distance,overall_ipm,0.12122016969401411,0.12122016969401411,180,0,"In vertical=food_delivery, higher cta_headline_distance is associated with higher overall_ipm (spearman=0.121, n=180)."
all,headline_area_relative,ctr_decay_pct,0.12096484335751513,0.12096484335751513,1080,0,"In all, higher headline_area_relative is associated with higher ctr_decay_pct (spearman=0.121, n=1080)."
vertical=gaming,has_promo_text,overall_cvr,-0.1209611472066525,0.1209611472066525,180,0,"In vertical=gaming, higher has_promo_text is associated with lower overall_cvr (spearman=-0.121, n=180)."
vertical=food_delivery,bottom_zone_element_count,ctr_decay_pct,0.12086002635744403,0.12086002635744403,180,0,"In vertical=food_delivery, higher bottom_zone_element_count is associated with higher ctr_decay_pct (spearman=0.121, n=180)."
vertical=entertainment,has_price_text,overall_ipm,-0.12081775414965625,0.12081775414965625,180,0,"In vertical=entertainment, higher has_price_text is associated with lower overall_ipm (spearman=-0.121, n=180)."
